combination,temperature,richness,replicate,predicted_species,microcosmID,day,N,mean_major,mean_volume,rel_richness
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Spiro,00556,42,4,193.628566129032,361578.591761142,1.13354412943751
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,1,12,55.3919489415525,32888.3192479197,0.810339381158402
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,2,24,51.7887398675454,26800.4481576413,0.73915410625024
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,3,10,52.0311022044688,25632.654274328,0.862836322130306
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,4,8,51.1139917147355,23530.7543915619,1.03336189337754
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,5,17,48.6449611543588,24806.024365272,1.13593900411873
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,6,16,53.7426132232606,35114.6057500298,0.802219876594443
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,7,9,47.5505257222436,27635.4643721936,1.03721037944552
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,8,5.55,50.9675318623808,34842.4094321302,1.12830523274873
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,9,5,55.6891314363354,43242.5812991821,1.15522617312649
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,10,7.896,56.408968191194,43951.7551469617,1.17080341884633
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,11,13.048,55.7965454929824,41770.4614241742,1.18082978959493
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,12,19.052,54.337347534468,37881.4637028094,1.18620135774052
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,13,24.504,52.5168585084182,33467.5255548571,1.18781419565131
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,14,28,50.8205626076004,29711.4105523068,1.18656437569554
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,15,28.3785714285714,48.5239195474572,25625.2870980304,1.17316916262851
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,16,27,46.8785050433105,22992.0832276465,1.15735297925457
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,17,25.1924198250729,47.3614681259131,24052.6222520906,1.15387512985273
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,18,22.83527696793,48.8864689269889,27004.5552383852,1.15609566043848
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,19,20.134110787172,51.0579322905813,31122.02684177,1.16132249305834
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,20,17.2944606413994,53.4802830607337,35679.181717485,1.16686354975886
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,21,14.5218658892128,55.7579460814897,39950.1645207698,1.17002675258654
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,22,12.0218658892128,57.4953461968927,43209.1199068643,1.16812002358794
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,23,10,58.2969082509862,44730.1925310084,1.15845128480956
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,24,8.61309523809524,57.2364679072565,42702.8025637666,1.12567287005736
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,25,8,55.8416458869869,40160.0220049477,1.10034907127811
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,26,8.53703703703704,55.8791361982929,40190.0437335379,1.11927327416244
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,27,9.62962962962963,56.4237281542921,41329.7211564337,1.15787296753047
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,28,10,56.7226671432264,43291.6674646068,1.19027516533426
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,29,8.39583333333333,56.2677549356764,47076.9232795312,1.20626656856539
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,30,7,55.8360968449966,50313.0444160432,1.21304092131961
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,31,8.22916666666667,56.1627498652634,50057.3620890435,1.21131208862425
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,32,10,56.6094772841174,48007.7306285169,1.19925524687506
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,33,10.9814814814815,56.8267609110352,44202.6347069273,1.17005856816333
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,34,11.6851851851852,56.9274852798442,39560.0550637956,1.13318311578481
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,35,12,56.7205146198186,37012.4064533497,1.10946777220721
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,36,10.3958333333333,55.9945049506174,39160.8393514626,1.11260374549042
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,37,11,54.9483693372791,42251.7765326857,1.12857010856746
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,38,21.4375,53.5452495210979,42947.8328726349,1.15273185475252
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,39,30,52.46138667465,42461.5946807888,1.17135491047292
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,40,25.8888888888889,52.4891315636521,40844.1909625124,1.16630598226805
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,41,15.9444444444444,53.0616919756469,38488.6531903812,1.14992505585278
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Loxo,00556,42,6,53.6342523876417,36133.1154182499,1.13354412943751
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,1,46,38.064335916315,11432.4663037811,0.810339381158402
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,2,120,37.7097430350541,9569.47037756097,0.73915410625024
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,3,64,42.2717657490286,11145.153768782,0.862836322130306
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,4,40,45.3497527796762,13154.0742655527,1.03336189337754
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,5,62,42.2333602015172,11353.7751609394,1.13593900411873
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,6,50,39.5086589895358,9881.64510522247,0.802219876594443
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,7,45,37.5965768070761,8371.96024589259,1.03721037944552
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,8,46.975,35.8662880725656,7728.87064924082,1.12830523274873
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,9,53,34.5758462238051,7463.89087332361,1.15522617312649
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,10,63.512,33.8930082578913,7309.87221585536,1.17080341884633
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,11,77.656,33.4946293568289,7273.1539432462,1.18082978959493
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,12,92.144,33.3613221189936,7314.82221117536,1.18620135774052
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,13,103.688,33.4736991427612,7395.96317532206,1.18781419565131
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,14,109,33.8123730265075,7477.66299136554,1.18656437569554
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,15,102.578571428571,34.840545607234,7609.36338835506,1.17316916262851
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,16,91,35.8992016915369,7748.18598635519,1.15735297925457
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,17,81.8556851311953,36.0519208661665,7871.19202953617,1.15387512985273
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,18,72.7842565597668,35.6820119469348,8042.24972924979,1.15609566043848
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,19,63.6851311953353,35.0663558302018,8214.17552847041,1.16132249305834
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,20,54.4577259475219,34.4818334123275,8339.78587017243,1.16686354975886
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,21,45.0014577259475,34.2053255896723,8371.89719733021,1.17002675258654
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,22,35.2157434402332,34.513713258596,8263.32595291813,1.16812002358794
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,23,25,35.6838773154588,7966.88857991058,1.15845128480956
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,24,7.44642857142857,39.5606023113266,7055.10707155233,1.12567287005736
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,25,2,42.5187820975766,6280.00896602041,1.10034907127811
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,26,40.4444444444444,39.4661190425989,6318.71952275297,1.11927327416244
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,27,95.7222222222222,34.0393247027268,6831.23562811926,1.15787296753047
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,28,119,31.4039577067033,8013.93948288882,1.19027516533426
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,29,60.499690540427,35.6157576473069,10752.7276911974,1.20626656856539
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,30,5,40.742638842546,13191.0196572207,1.21304092131961
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,31,3.22876662795153,41.5155278995706,13072.2134561218,1.21131208862425
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,32,3,40.653405952381,11943.0033968503,1.19925524687506
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,33,5.03829836732705,39.05573892757,10609.0216469177,1.17005856816333
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,34,8.7969269614413,36.8493762348079,8998.6841585386,1.13318311578481
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,35,11,35.0412956055731,7583.77736027552,1.10946777220721
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,36,,34.5594155086747,6509.16495817098,1.11260374549042
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,37,7,33.689581088865,5850.21080992204,1.12857010856746
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,38,703.5,29.7659620096201,5933.69498022592,1.15273185475252
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,39,1293,26.8445396077028,6269.32614971694,1.17135491047292
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,40,1101.44444444444,28.6762579049843,6426.18708202781,1.16630598226805
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,41,552.222222222222,32.7597929327785,6560.46369823014,1.14992505585278
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Dexio,00556,42,3,36.8433279605726,6694.74031443248,1.13354412943751
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,1,24,86.1555031618737,125601.665560136,0.810339381158402
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,2,31,86.4848682841689,101453.464583515,0.73915410625024
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,3,30,96.1721305735233,121226.34435397,0.862836322130306
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,4,18,113.904342175855,152858.704688441,1.03336189337754
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,5,29,90.8762211599588,105570.664096012,1.13593900411873
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,6,14,93.9554412201088,107642.833871211,0.802219876594443
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,7,14,99.4308232578702,126455.637548822,1.03721037944552
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,8,23.5875,111.128567757407,149238.094262187,1.12830523274873
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,9,35,120.354061315705,164824.503644066,1.15522617312649
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,10,35.368,120.404267894434,163945.857576775,1.17080341884633
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,11,31.084,115.993158325417,154666.459872956,1.18082978959493
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,12,25.016,109.350134603439,140840.692378614,1.18620135774052
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,13,20.032,102.704598723285,126322.936939756,1.18781419565131
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,14,19,98.2859526797381,114967.57540239,1.18656437569554
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,15,25.8857142857143,96.7575140906411,106105.661528934,1.17316916262851
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,16,33,96.8649276262001,100952.864147252,1.15735297925457
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,17,33.8454810495627,97.6401473375028,100221.691485476,1.15387512985273
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,18,32.2332361516035,98.638062848301,100256.408238088,1.15609566043848
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,19,29.0116618075802,99.9959700909231,101185.953548787,1.16132249305834
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,20,25.0291545189504,101.851164997697,103139.266561273,1.16686354975886
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,21,21.134110787172,104.340943500952,106245.286419244,1.17002675258654
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,22,18.1749271137026,107.602601533016,110632.952266402,1.16812002358794
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,23,17,111.773435026216,116431.203246444,1.15845128480956
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,24,17,119.158812696072,144870.572219329,1.12567287005736
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,25,17,126.198607621535,170634.714724695,1.10034907127811
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,26,17,129.018435035256,171597.543764943,1.11927327416244
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,27,17,129.683218947711,172046.957539912,1.15787296753047
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,28,17,128.440975003118,171912.557008982,1.19027516533426
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,29,15.875,123.421986892973,163538.143580835,1.20626656856539
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,30,14,118.493719448559,150357.454755031,1.21304092131961
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,31,12.3541666666667,119.085812128894,139182.64160349,1.21131208862425
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,32,11,120.714396362133,131663.257704712,1.19925524687506
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,33,10.247234491355,120.692696406895,134306.686112248,1.17005856816333
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,34,9.88335787159883,120.075579285049,141347.202656194,1.13318311578481
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,35,10,118.459034449098,143195.755356933,1.10946777220721
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,36,10.4760387721859,113.935222403371,130293.940765787,1.11260374549042
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,37,13,108.542175796994,119732.304065836,1.12857010856746
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,38,25.9124890917064,104.600548707612,132849.74335307,1.15273185475252
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,39,37,102.50144246188,146142.058963542,1.17135491047292
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,40,31.6296296296296,103.705980795737,140495.860344604,1.16630598226805
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,41,18.8148148148148,106.721192701628,126770.629125184,1.14992505585278
"Colp, Dexio, Loxo, Para, Spiro",23,5,2,Para,00556,42,6,109.736404607519,113045.397905764,1.13354412943751
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,1,22,94.860463374265,125113.816287927,0.851448694724114
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,2,5,97.6860204163283,142310.110228382,0.839269804782535
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,3,23,98.9521349736777,142981.241703072,1.12046790905287
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,4,4,102.744956378092,143060.335771708,0.837921187947945
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,5,11,89.8792989070248,140607.157523998,1.05465512782217
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,6,4,71.7062515233934,78371.8450849222,0.778779958185268
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,7,12,79.2118661244476,100972.527586606,1.0450848802963
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,8,9.9375,73.4005315195276,78398.8338543878,1.140744179346
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,9,6,66.9517185092607,52387.2644292548,1.15838184997411
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,10,6.29166666666667,71.3404774763772,58696.7855914315,1.11539726369703
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,11,7,76.8631204685943,70085.6238893006,1.06681866682346
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,12,5.98148148148148,75.4522915782854,66316.1893136279,1.08906369548248
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,13,4.35185185185185,71.8580497923572,58271.9071493122,1.13799340215093
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,14,3,72.0795073470209,58159.5347815814,1.16963599418246
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,15,2.27083333333333,83.2955137994349,80503.3121559748,1.16308070503027
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,16,2,91.7846279761905,97800.2674892788,1.13445819126693
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,17,2.52083333333333,80.580595398649,75949.6965801069,1.07655478863575
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,18,3,66.7804143565405,49474.9650887503,1.02646527928384
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,19,2.35185185185185,62.299258743266,43606.5008312619,1.02099732099042
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,20,1.31481481481482,61.8081275520387,46233.4949822313,1.03808373858062
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,21,1,65.1843137254902,53446.1371640785,1.06746529426176
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,22,2.49166666666667,76.6550524636565,68702.6157484421,1.12080673789627
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,23,4,87.3241508261959,83607.4733995634,1.1685694661261
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,24,3.976,86.6493432826977,87892.7184021558,1.1749896896387
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,25,3.268,80.1532150839663,87447.911419839,1.16095816108836
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,26,2.272,72.1251931338882,84819.1020822961,1.13939242580201
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,27,1.384,66.8547043363499,82552.3400192101,1.12321002910661
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,28,1,68.6311755952381,83193.6748602641,1.12532851632911
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,29,1,82.5189047121403,88455.4184291089,1.15791256977366
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,30,1,104.668064837353,96271.2221121307,1.20991046295979
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,31,1,125.996895897827,103519.144883116,1.25941512803749
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,32,1,137.423637820513,107077.24571585,1.28451949715671
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,33,1,135.225937947378,105345.166493375,1.27429263444516
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,34,1,124.632159892958,100148.795221749,1.2413978678287
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,35,1,109.986617993054,93505.560059283,1.19931952515453
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,36,1,95.6336265834674,87432.8891642882,1.16154193426989
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,37,1,85.9175,83948.2106950753,1.14154942302198
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,38,1,81.5345003502189,83548.7407797408,1.14286020250623
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,39,1,79.5884180769231,84889.5273127443,1.15648472082451
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,40,1,79.0348600187617,87224.7461019407,1.17714566133366
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,41,1,78.829433014384,89808.5729551854,1.19956570739052
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Colp,00648,42,1,77.927743902439,91895.1836803336,1.21846754235196
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,1,44,55.391734744497,30146.0085395439,0.851448694724114
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,2,37,54.6704605303063,31222.454304255,0.839269804782535
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,3,16,47.7456777193137,21848.6065130335,1.12046790905287
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,4,22,49.3605494941782,23870.151416585,0.837921187947945
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,5,26,43.8771030767493,17897.672233065,1.05465512782217
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,6,55,45.9015566054432,22216.2883963264,0.778779958185268
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,7,67,47.7367531821695,28108.2837354362,1.0450848802963
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,8,53.8125,46.3014987956166,27561.0363148879,1.140744179346
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,9,35,44.5607475917932,25305.1062047898,1.15838184997411
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,10,22.125,44.6378199885738,23931.1333425535,1.11539726369703
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,11,14,45.7871662070819,23419.6353666098,1.06681866682346
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,12,13.8333333333333,48.4021656594015,24971.3758437405,1.08906369548248
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,13,18.1666666666667,51.7131261730803,27520.1317205168,1.13799340215093
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,14,23,53.8904436822482,29564.5677061499,1.16963599418246
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,15,29.25,53.6443543725939,30490.5410544127,1.16308070503027
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,16,32,52.4907706386263,30635.269918984,1.13445819126693
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,17,20.9791666666667,51.3056750080111,29150.8537565734,1.07655478863575
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,18,10,50.6330002275639,28481.9356091452,1.02646527928384
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,19,12.0925925925926,51.231382900226,30977.4858880919,1.02099732099042
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,20,19.4074074074074,52.5893429343523,35097.7062741273,1.03808373858062
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,21,24,54.6825408641485,39873.9651081849,1.06746529426176
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,22,21.4583333333333,58.6828470526547,46352.146639585,1.14227358368759
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,23,17,61.7936619958907,51404.8821290116,1.1685694661261
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,24,13.4791666666667,60.1035590321132,50568.3938585855,0.981275313795053
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,25,11,57.3774257914519,47596.0001259173,0.807803553546203
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,26,11.3703703703704,56.238613205371,44143.0849564862,0.879400629095244
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,27,12.962962962963,55.6396531394752,40398.9290080526,1.04640590816126
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,28,13,55.6117441664598,39261.5101102528,1.12532851632911
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,29,8.95603973383594,56.72706071304,44435.0875335724,0.95040213357228
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,30,5,57.8609296404134,49345.6057369464,0.808515799462046
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,31,4.12729359949739,57.5178359893801,46059.2747061269,1.03957657537473
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,32,4,56.83222760343,41684.8053002722,1.28451949715671
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,33,4,56.4205229479647,41420.2517726795,1.23675837189855
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,34,4,56.0984465644332,42662.3297556012,1.0753707053725
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,35,4,56.0958289953581,43753.2882398895,0.975886172287623
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,36,5.6875,56.8370461038184,44075.1900068982,1.06631323380072
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,37,8,57.5216494767159,44225.5598745012,1.14154942302198
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,38,8.875,56.9564211906468,44341.0499272507,0.971420418420084
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,39,9,56.5778071868326,44895.659884674,0.814266894774518
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,40,8.33333333333333,57.6079993310559,47797.620598226,0.882694929896729
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,41,7.16666666666667,59.2819543134927,52984.3448770899,1.05058123612434
"Colp, Dexio, Loxo, Para, Spiro",25,5,1,Loxo,00648,42,6,60.9559092959296,58171.0691559538,1.21846754235196
